"COUNTY,N,4,2","CORRIDOR,N,6,2",Corridor,"C_LABEL,C,75","SEG_FROM,C,75","SEG_TO,C,75"
3,121,3121001,Massachussetts Ave / CR 587,CR 595 / Grand Blvd,Congress St
3,121,3121002,Massachussetts Ave / CR 587,Congress St,Rowan Rd
3,121,3121003,Massachussetts Ave / CR 587,Rowan Rd,Little Rd
3,121,3121004,De Cubellis / Massachusetts,Little Rd,Starkey Rd
5,122,5122001,SR 44 / Gulf to Lake Hwy,US 19,N Rock Crusher Rd
5,122,5122002,SR 44 / Gulf to Lake Hwy,N Rock Crusher Rd,CR 491
5,122,5122003,SR 44 / Gulf to Lake Hwy,CR 491,S Norvell Ave
5,122,5122004,SR 44 / Gulf to Lake Hwy,S Norvell Ave,US 41 / SR 45 W
5,122,5122005,SR 44 / Gulf to Lake Hwy,US 41 / SR 45 E,Citrus / Sumter Co Line
3,123,3123001,Pasco / Hernando Co Line Rd,US 19,Mitigation Ct / Waterfall / Winding Oaks
3,123,3123002,Pasco / Hernando Co Line Rd,Mitigation Ct / Waterfall / Winding Oaks,Old Shady Hills Rd
3,123,3123003,Pasco / Hernando Co Line Rd,Old Shady Hills Rd,Linden Dr
3,123,3123004,Pasco / Hernando Co Line Rd,Linden Dr,Suncoast Pkwy / SR 589
3,123,3123005,Pasco / Hernando Co Line Rd,Suncoast Pkwy / SR 589,US 41
2,124,2124001,Gandy Blvd,US 19,28th St / Grand
2,124,2124002,Gandy Blvd,28th St / Grand,I-275
2,124,2124003,Gandy Blvd,I-275,9th St N
2,124,2124004,Gandy Blvd,9th St N,4th St N / US 92
2,124,2124005,Gandy Blvd,4th St N / US 92,San Martin Blvd
2,124,2124006,Gandy Blvd,San Martin Blvd,Pinellas / Hillsborough Co Line
1,125,1125001,Leroy Selmon Crosstown to I-4 Connector,Leroy Selmon Crosstown Expwy / SR 618,I-4
1,126,1126001,Leroy Selmon Crosstown Expwy / SR 618,I-75,Brandon Blvd / Adamo Dr / SR 60
1,127,1127001,Veterans Expwy / SR 589,Suncoast Pkwy / SR 589,Dale Mabry Hwy / SR 597
3,128,3128001,US 41 / SR 45,Hillsborough / Pasco County Line,Dale Mabry Hwy / SR 597
3,128,3128002,US 41 / SR 45,Dale Mabry Hwy / SR 597,SR 54
3,129,3129001,Suncoast  Pkwy / SR 589,Lutz Lake Fern,SR 54
3,129,3129002,Suncoast  Pkwy / SR 589,SR 54,Ridge Rd / CR 587A
3,129,3129003,Suncoast  Pkwy / SR 589,Ridge Rd / CR 587A,SR 52
3,129,3129004,Suncoast  Pkwy / SR 589,SR 52,Pasco /  Hernando County Line
4,130,4130001,Suncoast  Pkwy / SR 589,Pasco /  Hernando County Line,Spring Hill Dr / CR 574
4,130,4130002,Suncoast  Pkwy / SR 589,Spring Hill Dr / CR 574,SR 50
4,130,4130003,Suncoast  Pkwy / SR 589,SR 50,US 98
3,131,3131001,SR 54,Morris Bridge Rd,Dean Dairy Rd / Coats Rd
3,131,3131002,SR 54,Dean Dairy Rd / Coats Rd,US 301
3,132,3132001,SR 56 (Pasco Co),I-75,Meadow Point
3,133,3133001,US 19,Ridge Rd,Regency Pk
3,133,3133002,US 19,Regency Pk,SR 52
3,133,3133003,US 19,SR 52,Hudson Ave
1,134,1134005,Leroy Selmon REL,Polk St,22nd St
1,134,1134006,Leroy Selmon REL,22nd St,39th St
1,134,1134007,Leroy Selmon REL,39th St,50th St
1,134,1134008,Leroy Selmon REL,50th St,78th St
1,134,1134009,Leroy Selmon REL,78th St,US 301
1,134,1134010,Leroy Selmon REL,US 301,I-75
2,135,2135001,Drew St,SR 60 / Court St / Cleveland St,Myrtle St
2,135,2135002,Drew St,Myrtle St,Missouri Ave
2,135,2135003,Drew St,Missouri Ave,Highland Ave
2,135,2135004,Drew St,Highland Ave,Keene Rd
2,135,2135005,Drew St,Keene Rd,Coachman Rd
2,135,2135006,Drew St,Coachman Rd,McMullen-Booth Rd
2,136,2136001,Gulf Blvd,Pinellas Bayway,SR 699 / Blind Pass Rd
2,136,2136002,Gulf Blvd,SR 699 / Blind Pass Rd,Treasure Island Cswy / 107th Ave
2,136,2136003,Gulf Blvd,Treasure Island Cwsy / 107th Ave,Tom Stuart Causeway
2,136,2136004,Gulf Blvd,Tom Stuart Causeway,78th Ave/Park Blvd
2,136,2136005,Gulf Blvd,78th Ave/Park Blvd,Walsingham Road
2,136,2136006,Gulf Blvd,Walsingham Road,Belleair Causeway
2,136,2136007,Gulf Blvd,Belleair Causeway,Gulfview Blvd
2,137,2137001,49th St,5th Ave N,22nd Ave N
2,137,2137002,49th St,22nd Ave N,38th Ave N
2,137,2137003,49th St,38th Ave N,54th Ave N
2,137,2137004,49th St,54th Ave N,Park Blvd
2,137,2137005,49th St,Park Blvd,US 19
2,137,2137006,49th St,US 19,118th Ave N
2,137,2137007,49th St,118th Ave N,Ulmerton Road
2,137,2137008,49th St,Ulmerton Road,Roosevelt Blvd
2,138,2138001,Park Blvd / 74th St,Gulf Blvd,Seminole Blvd
2,138,2138002,Park Blvd / 74th St,Seminole Blvd,Starkey Road
2,138,2138003,Park Blvd / 74th St,Starkey Road,Belcher Road
2,138,2138004,Park Blvd / 74th St,Belcher Road,66th St N
2,138,2138005,Park Blvd / 74th St,66th St N,US 19
2,139,2139001,Main St / SR 580,Alt US 19,Skinner Blvd / New York Ave
2,139,2139002,Main St / SR 580,Skinner Blvd / New York Ave,Patricia Ave
2,139,2139003,Main St / SR 580,Patricia Ave,Pinehurst Rd
2,139,2139004,Main St / SR 580,Pinehurst Rd,Keene Rd / CR 1
2,139,2139005,Main St / SR 580,Keene Rd / CR 1,Belcher Rd
2,139,2139006,Main St / SR 580,Belcher Rd,US 19
2,139,2139007,Main St / SR 580,US 19,Countryside Blvd N
2,139,2139008,Main St / SR 580,Countryside Blvd N,McMullen-Booth Rd
2,139,2139009,Main St / SR 580,McMullen-Booth Rd,Philippe Prkwy
2,139,2139010,Main St / SR 580,Philippe Prkwy,Forest Lake Blvd N / CR 233
2,139,2139011,Main St / SR 580,Forest Lake Blvd N / CR 233,Tampa Rd / SR 580
1,501,1501001,13th St / Channelside Dr,Kennedy Blvd / SR 60,Adamo Dr
1,502,1502001,Brandon Blvd / SR 60,Turkey Creek Rd,SR 39 / James L Redman Pkwy
1,502,1502002,Hopewell Rd,SR 39 / James L Redman Pkwy,Hillsborough / Polk Co Line
1,503,1503001,James L Redman Pkwy / CR 39,SR 60,Alexander St
1,503,1503002,Collins St / CR 39,Alexander St,Reynolds Rd / SR 574
1,504,1504001,Wheeler Rd,Reynold Rd / SR 574,I-4
1,504,1504002,Wheeler Rd,I-4,Sam Allen Rd / SR 580
1,504,1504003,Wheeler Rd,Sam Allen Rd / SR 580,Knights-Griffen Rd
1,504,1504004,SR 39,Knights-Griffen Rd,Pasco / Hernando Co Line
1,505,1505001,Hillsborough Ave / SR 580,Dale Mabry Hwy / SR 597,Armenia Ave
1,505,1505002,Hillsborough Ave / SR 580,Armenia Ave,Florida Ave
1,505,1505003,Hillsborough Ave / SR 580,Florida Ave,I-275
1,505,1505004,Hillsborough Ave / SR 580,I-275,Nebraska Ave / US 41
1,505,1505005,Hillsborough Ave / SR 580,Nebraska,22nd St
1,505,1505006,Hillsborough Ave / SR 580,22nd St,40th St
1,505,1505007,Hillsborough Ave / SR 580,40th St,56th St
1,505,1505008,Hillsborough Ave / SR 580,56th St,US 301 / I-4
1,506,1506001,US 41 / 50th St / SR 45,Causeway Blvd / 22nd St / SR 676,Leroy Selmon Crosstown Expwy / SR 618
1,506,1506002,US 41 / 50th St / SR 45,Leroy Selmon Crosstown Expwy / SR 618,Adamo Dr / SR 60
1,506,1506003,US 41 / 50th St / SR 45,Adamo Dr / SR 60,Broadway Ave / 7th Ave / CR 574
1,506,1506004,US 41 / 50th St / SR 45,Broadway Ave / 7th Ave / CR 574,Columbus Dr @ I-4
1,506,1506005,US 41 / 50th St / SR 45,Columbus Dr @ I-4,US 41 / Melbourne Blvd
1,507,1507001,Melbourne Blvd / US 41 / SR 45,50th St,40th St
1,508,1508001,40th St,Brandon Blvd / Adamo Dr / SR 60,7th Ave / Broadway Ave / CR 574
1,508,1508002,40th St,7th Ave / Broadway Ave / CR 574,Columbus Dr
1,508,1508003,40th St,Columbus Dr,E Martin Luther King Jr Blvd / SR 574 / Buff
1,508,1508004,40th St,E Martin Luther King Jr Blvd / SR 574 / Buffa,Hillsborough Ave / SR 580
1,509,1509001,50th St,Melbourne Blvd / US 41,E Martin Luther King Jr Blvd / SR 574 / Buff
1,509,1509002,50th St,E Martin Luther King Jr Blvd / SR 574 / Buffa,US 92 / Hillsborough Ave
1,510,1510001,56th St,US 92 / Hillsborough Ave,Busch Blvd
1,510,1510002,56th St,Busch Blvd,Fowler Ave
1,511,1511001,Florida Ave,Kennedy Blvd / SR 60,Tyler St
1,511,1511002,Florida Ave,Tyler St,Scott St
1,511,1511003,Florida Ave,Scott St,Columbus Dr
1,511,1511004,Florida Ave,Columbus Dr,W Martin Luther King Jr Blvd / SR 574
1,511,1511005,Florida Ave,W Martin Luther King Jr Blvd / SR 574,Violet St
1,511,1511006,Florida Ave,Violet St,Hillsborough Ave / SR 580 / US 92
1,511,1511007,Florida Ave,Hillsborough Ave / SR 580 / US 92,Sligh Ave
1,511,1511008,Florida Ave,Sligh Ave,Waters Ave
1,511,1511009,Florida Ave,Waters Ave,Busch Blvd
1,512,1512001,Nebraska Ave,Kennedy Blvd / SR 60,7th Ave
1,512,1512002,Nebraska Ave,7th Ave,Columbus Dr
1,512,1512003,Nebraska Ave,Columbus Dr,E Martin Luther King Jr Blvd / SR 574
1,512,1512104,Nebraska Ave,E Martin Luther King Jr Blvd / SR 574,Hillsborough Ave / SR 580 / US 92
1,512,1512105,Nebraska Ave,Hillsborough Ave / SR 580 / US 92,Sligh Ave
1,512,1512106,Nebraska Ave,Sligh Ave,Waters Ave
1,512,1512107,Nebraska Ave,Waters Ave,Busch Blvd
1,515,1515001,Busch Blvd,Dale Mabry Hwy / SR 597,Armenia Ave
1,515,1515002,Busch Blvd,Armenia Ave,Florida Ave
1,515,1515003,Busch Blvd,Florida Ave,I-275
1,515,1515004,Busch Blvd,I-275,Nebraska Ave / US 41
1,515,1515005,Busch Blvd,Nebraska Ave / US 41,30th St
1,515,1515006,Busch Blvd,30th St,40th St
1,515,1515007,Busch Blvd,40th St,56th St
1,516,1516001,22nd St,Adamo Dr / SR 60,Broadway Ave / 7th Ave / CR 574
1,516,1516002,22nd St,Broadway Ave / 7th Ave / CR 574,I-4
1,516,1516003,22nd St,I-4,Columbus Dr
1,516,1516004,22nd St,Columbus Dr,21st Ave
1,516,1516005,22nd St,21st Ave,E Martin Luther King Jr Blvd / SR 574
1,516,1516006,22nd St,E Martin Luther King Jr Blvd / SR 574,Hillsborough Ave / SR 580 / US 92
1,517,1517001,21st St,22nd St / US 41 Bus / SR 45,Adamo Dr / SR 60
1,517,1517002,21st St,Adamo Dr / SR 60,Broadway Ave / 7th Ave / CR 574
1,517,1517003,21st St,Broadway Ave / 7th Ave / CR 574,I-4
1,517,1517004,21st St / SR 585,I-4,Columbus Dr
1,517,1517005,21st St / SR 585  onto 21st Ave,Columbus Dr,22nd St / SR 585
1,518,1518001,Causeway Blvd / US 41 Bus / SR 45 / 22nd St,Adamo Dr / SR 60,50th St / US 41 / SR 45
1,518,1518002,Causeway Blvd / SR 676,50th St / US 41 / SR 45,78th St
1,518,1518003,Causeway Blvd / SR 676,78th St,US 301
1,518,1518004,Causeway Blvd / SR 676 / Lumsden Rd,US 301,Lithia Pinecrest Rd / CR 640
1,519,1519001,SR 674 / College St,US 41 / SR 45,I-75
1,519,1519002,SR 674 / Sun City Center Blvd,I-75,US 301
1,519,1519003,SR 674,US 301,CR 579
1,519,1519004,SR 674,CR 579,CR 39
1,519,1519005,SR 674,CR 39,Hillsborough / Polk Co Line
1,520,1520001,Henderson Blvd,Morrison Ave,Swann Ave
1,520,1520002,Henderson Blvd,Swann Ave,Azeele St
1,520,1520003,Henderson Blvd,Azeele St,Kennedy Blvd / SR 60
1,521,1521001,Eisenhower Blvd,Courtney Campbell Cswy,Independence Pkwy
1,521,1521002,Eisenhower Blvd,Independence Pkwy,Memorial Hwy / SR 60
1,521,1521003,Eisenhower Blvd,Memorial Hwy / SR 60,Hillsborough Ave / SR 580
1,522,1522001,Thonotosassa Rd,I-4,US 92 / Baker
1,523,1523001,Park Rd,US 92,I-4
1,524,1524001,Fletcher,Dale Mabry Hwy / SR 597,Florida Ave
1,524,1524002,Fletcher,Florida Ave,Nebraska Ave / US 41
1,525,1525001,40th St,Hillsborough Ave / US 92,Busch Blvd
1,525,1525002,40th St,Busch Blvd,Fowler Ave
1,526,1526001,Jackson St,Ashley St,Florida Ave
1,526,1526002,Jackson St,Florida Ave,Jefferson St
1,526,1526003,Jackson St,Jefferson St,Leroy Selmon Crosstown Expwy
1,526,1526004,Jackson St,Leroy Selmon Crosstown Expwy,Meridian Ave
1,527,1527001,MacDill,Boundary Blvd / Dale Mabry Hwy,Gandy Blvd
1,527,1527002,MacDill,Gandy Blvd,El Prado Blvd
1,527,1527003,MacDill,El Prado Blvd,Kennedy Blvd / SR 60
1,527,1527004,MacDill,Kennedy Blvd / SR 60,Columbus Dr
1,527,1527005,MacDill,Columbus Dr,W Martin Luther King Jr Blvd / SR 574
1,528,1528001,Lithia Pinecrest Rd,Bloomingdale Ave,Bell Shoals Rd
1,528,1528002,Lithia Pinecrest Rd,Bell Shoals Rd,Brandon Blvd / Adamo Dr / SR 60
1,529,1529001,Himes Ave,Swann Ave,Columbus Dr
1,529,1529002,Himes Ave,Columbus Dr,Hillsborough Ave / SR 580
1,529,1529003,Himes Ave,Hillborough Ave / SR 580,Waters Ave
1,529,1529004,Himes Ave,Waters Ave,Busch Blvd
1,530,1530001,Armenia Ave,Swann Ave,Kennedy Blvd / SR 60
1,530,1530002,Armenia Ave,Kennedy Blvd / SR 60,Columbus Dr
1,530,1530003,Armenia Ave,Columbus Dr,W Martin Luther King Jr Blvd / SR 574
1,530,1530004,Armenia Ave,W Martin Luther King Jr Blvd / SR 574,Hillsborough Ave / SR 580
1,530,1530005,Armenia Ave,Hillsborough Ave / SR 580,Waters Ave
1,530,1530006,Armenia Ave,Waters Ave,Busch Blvd
2,531,2531001,Tarpon Ave,Alt US 19,Huey Ave
2,531,2531002,Tarpon Ave,Huey Ave,US 19
2,535,2535001,Coachman Rd,Drew St,US 19
2,535,2535002,Coachman Rd,US 19,McMullen-Booth Rd
2,536,2536001,10th St D52/ 14th St,McMullen-Booth Rd,Main St
2,536,2536002,Main St,10th St,Philippe Prkwy
2,537,2537001,Philippe Pkwy,Main St,Enterprise Rd
2,537,2537002,Philippe Pkwy,Enterprise Rd,Tampa Rd / SR 580
2,539,2539001,3rd St S,5th Ave S,Central Ave
2,539,2539002,3th St N,Central Ave,5th Ave N.
2,539,2539003,4th St S,5th Ave S,Central Ave
2,539,2539004,4th St N,Central Ave,5th St N
2,540,2540001,4th St N,Gandy Blvd,I-275
2,541,2541001,Cory Cswy,Blind Pass Rd,Pasadena Ave
2,541,2541002,Cory Cswy,Pasadena,Park St
2,541,2541003,Pasadena Ave,Park St,Central Ave
2,541,2541004,Pasadena Ave,Central Ave,66th St N
2,543,2543001,66th St N,Pasadena Ave,Tyrone Blvd
2,543,2543002,66th St N,Tyrone Blvd,38th Ave
2,543,2543003,66th St N,38th Ave,54th Ave
2,544,2544001,66th St N,Ulmerton Rd,US 19
2,545,2545001,Belleair Cswy,Gulf Blvd,Indian Rocks Rd
2,546,2546001,Pinellas Bayway,US 19,Toll Plaza
2,546,2546002,Pinellas Bayway,Toll Plaza,Pinellas Bayway / Sun Blvd
2,546,2546003,Pinellas Bayway,Pinellas Bayway / Sun Blvd,Gulf Blvd
2,550,2550001,Pinellas Bayway,Anderson Blvd.,Toll Plaza
2,550,2550002,Pinellas Bayway,Toll Plaza,SR 682 / 5th Ave S / Pinellas Bayway
2,551,2551001,McMullen-Booth Rd,Roosevelt Blvd,Gulf to Bay Blvd
3,552,3552001,US 98 / US 301,US 301,Old Lakeland Hwy / SR 35A
3,552,3552002,US 98 / US 301,Old Lakeland Hwy / SR 35A,W Meridian Ave / SR 52
3,552,3552003,US 98 / US 301,W Meridian Ave / SR 52,N 7th Ave
3,553,3553001,US 98,CR 54 / Polk / Pasco Co Line,Old Lakeland Hwy / SR 35A
3,553,3553002,US 98,Old Lakeland Hwy / SR 35A,US 301
3,554,3554001,SR 39,Hillsborough / Pasco Co Line,Chancey Rd / CR 535
3,554,3554002,SR 39,Chancey Rd / CR 535,US 301
4,555,4555001,W Jefferson St / SR 50A,SR 50 / Cobb,US 98 / Ponce De Leon Blvd
4,555,4555002,W Jefferson St / SR 50A / US 98,US 98 / Ponce De Leon Blvd,US 41 / Mildred Ave
4,555,4555003,E Jefferson St / SR 50A / US 98,Broad St / US 41 / SR 45,E Martin Luther King Jr Blvd / SR 574
3,556,3556001,,,
1,557,1557001,Kennedy Blvd / SR 60,Dale Mabry,Henderson Blvd
1,557,1557002,Kennedy Blvd / SR 60,Henderson Blvd,Howard Ave
1,557,1557003,Kennedy Blvd / SR 60,Howard Ave,Boulevard
1,557,1557004,Kennedy Blvd / SR 60,Boulevard,Ashley St
1,557,1557005,Kennedy Blvd / SR 60,Ashley St,Florida Ave
1,557,1557006,Kennedy Blvd / SR 60,Florida Ave,Jefferson St
1,557,1557007,Kennedy Blvd / SR 60,Jefferson St,Leroy Selmon Crosstown Expwy / SR 618
1,557,1557008,Kennedy Blvd / SR 60,Leroy Selmon Crosstown Expwy / SR 618,13th St / Channelside Dr
2,558,2558001,4th Ave N / US 92 / SR 595,4th St N / SR 687,I-375 Off Ramp
2,558,2558002,4th Ave N / SR 595,I-375 Off Ramp,9th St N / Dr Martin Lurther King St
2,558,2558003,4th Ave N / SR 595,9th St N / Dr Martin Lurther King St,5th St N / SR 595
2,559,2559001,5th Ave N / US 92 / SR 595,4th St N / SR 687,I-375 On Ramp
2,559,2559002,5th Ave N,I-375 On Ramp,9th St N / Dr Martin Lurther King St
2,559,2559003,5th Ave N,9th St N / Dr Martin Lurther King St,4th St N / SR 595
2,559,2559004,5th Ave N,4th St N / SR 595,I-275
2,559,2559005,5th Ave N,I-275,28th St N
2,559,2559006,5th Ave N,28th St N,US 19
2,560,2560001,I-175,I-275,9th St S
2,560,2560002,I-175,9th St S,6th St S
2,560,2560003,I-175,6th St S,4th St S
2,561,2561001,I-375,I-275,9th St N
2,561,2561002,I-375,9th St N,6th St N
3,562,3562001,Bi County Pkwy,Pinellas C,SR 54
4,563,4563001,US 19 Frontage,Pasco / Hernando Co Line,Spring Hill Dr / CR 574
4,563,4563002,US 19 Frontage,Spring Hill Dr / CR 574,SR 50 / Cortez Blvd
1,564,1564001,US 92 / Hillsborough Ave,US 301 / I-4,I-75
1,564,1564002,US 92 / Hillsborough Ave,I-75,Mango Rd
1,564,1564003,US 92 / Hillsborough Ave,Mango Rd,McIntosh Rd
1,564,1564004,US 92,McIntosh,Branch Forbes Rd
1,564,1564005,US 92,Branch Forbes Rd,Thonotosassa Rd
1,565,1565001,Florida Ave,Busch Blvd,Linebaugh Ave
1,565,1565002,Florida Ave,Linebaugh Ave,Fowler Ave
1,565,1565003,Florida Ave,Fowler Ave,Fletcher Ave
1,565,1565004,Florida Ave,Fletcher Ave,Bearss Ave
1,565,1565005,Florida Ave,Bearss Ave,Nebraska Ave / US 41
1,566,1566001,Fletcher,Nebraska Ave / US 41,Bruce B Downs Blvd / 30th St
1,566,1566002,Fletcher,Bruce B Downs Blvd / 30th St,56th St
1,566,1566003,Fletcher,56th St,I-75
2,141,2141001,SR 690 (118th Ave Elevated Express),US 19,SR 686 (296 Connector)
2,142,2142001,SR 686 (296 Connector),Roosevelt Blvd (Bayside Bridge),SR 690 (118th Ave Elevated Express)
2,142,2142002,SR 686 (296 Connector),SR 690 (118th Ave Elevated Express),Ramps near I-275
2,143,2143001,Central Ave (with 1st Ave pairs),Pasadena Ave,49th St (N/S)
2,143,2143002,Central Ave (with 1st Ave pairs),49th St (N/S),US 19 / 34th St (N/S)
2,143,2143003,Central Ave (with 1st Ave pairs),US 19 / 34th St (N/S),I-275
2,143,2143004,Central Ave (with 1st Ave pairs),I-275,1st St (Downtown St Petersburg)
